,Unnamed: 0,Tree Type,Threads,Solver,|V|,|E|,|T|,Num Nodes,Max Len,runtime,root,Bound,Network
0,0,symmetric,None,Gurobi,12,15,6,unbounded,20,0.16771388053894046,IPLSng,13,abilene
1,0,symmetric,None,Gurobi,12,15,6,unbounded,20,2.2264270782470703,LOSAng,15,abilene
2,0,symmetric,None,Gurobi,12,15,6,unbounded,20,3.3261919021606445,WASHng,20,abilene
3,0,symmetric,None,Gurobi,12,15,6,unbounded,20,99.55399084091188,DNVRng,23,abilene
4,0,symmetric,None,Gurobi,12,15,6,unbounded,20,600.0353281497955,NYCMng,37,abilene
5,0,symmetric,None,Gurobi,12,15,6,unbounded,20,2.921872854232788,CHINng,18,abilene
6,0,symmetric,None,Gurobi,12,15,6,unbounded,20,2.1741302013397217,KSCYng,15,abilene
7,0,symmetric,None,Gurobi,12,15,6,unbounded,20,0.060580015182495124,ATLAng,12,abilene
8,0,symmetric,None,Gurobi,12,15,6,unbounded,20,1.4479060173034668,HSTNng,13,abilene
9,0,symmetric,None,Gurobi,12,15,6,unbounded,20,600.0594689846039,ATLAM5,34,abilene
10,0,symmetric,None,Gurobi,12,15,6,unbounded,20,3.942870140075684,SNVAng,24,abilene
11,0,symmetric,None,Gurobi,12,15,6,unbounded,20,138.87007689476013,STTLng,30,abilene
12,0,symmetric,None,Gurobi,15,22,6,unbounded,20,2.6985321044921875,N6,14,atlanta
13,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.323979139328,N1,17,atlanta
14,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0418510437013,N15,35,atlanta
15,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0428559780122,N14,28,atlanta
16,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0145359039308,N2,27,atlanta
17,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0332109928131,N3,26,atlanta
18,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0279889106749,N4,36,atlanta
19,0,symmetric,None,Gurobi,15,22,6,unbounded,20,2.879832029342652,N9,15,atlanta
20,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0436079502107,N7,22,atlanta
21,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0096662044525,N13,26,atlanta
22,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0071170330048,N10,28,atlanta
23,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0087859630585,N8,23,atlanta
24,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0106370449066,N12,37,atlanta
25,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0176899433136,N5,32,atlanta
26,0,symmetric,None,Gurobi,15,22,6,unbounded,20,600.0156788825989,N11,37,atlanta
27,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0182020664215,Zurich,86,cost226
28,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0275800228119,Palermo,138,cost226
29,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0170359611511,Oslo,195,cost226
30,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0405199527739,Seville,186,cost226
31,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0734190940858,Rome,91,cost226
32,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0621640682219,Hamburg,87,cost226
33,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0690400600432,Lyon,111,cost226
34,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0176420211793,Madrid,181,cost226
35,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0903120040894,Warsaw,116,cost226
36,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0648539066315,Krakow,150,cost226
37,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.026319026947,Budapest,120,cost226
38,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0135340690613,Berlin,75,cost226
39,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0533499717712,Prague,89,cost226
40,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0185379981995,Copen...,117,cost226
41,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0147449970245,Dublin,276,cost226
42,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0704758167268,Brussels,144,cost226
43,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0404970645906,Marse...,108,cost226
44,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0925099849701,Paris,124,cost226
45,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.061448097229,Sofia,276,cost226
46,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0153708457948,Milan,78,cost226
47,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0220229625703,Barce...,173,cost226
48,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0131988525392,Bordeaux,156,cost226
49,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0542919635773,London,148,cost226
50,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0126559734343,Zagreb,109,cost226
51,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0509870052338,Helsinki,194,cost226
52,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0159940719603,Stras...,100,cost226
53,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0344309806824,Dusse...,117,cost226
54,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0133430957793,Belgrade,151,cost226
55,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0647559165956,Amste...,114,cost226
56,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0600380897523,Glasgow,177,cost226
57,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0238449573518,Athens,194,cost226
58,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0140821933746,Lisbon,180,cost226
59,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0220730304717,Vienna,96,cost226
60,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0386190414429,Frank...,81,cost226
61,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0529081821443,Stock...,194,cost226
62,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.077821969986,Munich,74,cost226
63,0,symmetric,None,Gurobi,37,57,6,unbounded,20,600.0276529788971,Birmi...,275,cost226
64,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.1443948745728,Zurich,67,eu
65,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0247220993043,Oslo,268,eu
66,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0546610355377,Rome,101,eu
67,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0151760578157,Hamburg,63,eu
68,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.058806180954,Lyon,92,eu
69,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0402030944823,Madrid,270,eu
70,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0307409763336,Warsaw,140,eu
71,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.1991188526154,Budapest,260,eu
72,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0316169261932,Prague,139,eu
73,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0430500507355,Berlin,77,eu
74,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0394380092622,Copen...,140,eu
75,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0100607872008,Dublin,182,eu
76,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0326430797578,Brussels,67,eu
77,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.2680571079253,Paris,92,eu
78,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0473539829253,Milan,60,eu
79,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0126791000366,Barce...,155,eu
80,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0564110279082,Bordeaux,155,eu
81,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0244669914247,London,98,eu
82,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0816450119019,Zagreb,139,eu
83,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0079920291902,Stras...,62,eu
84,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0147368907927,Belgrade,203,eu
85,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0257120132446,Amste...,83,eu
86,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0592439174653,Glasgow,115,eu
87,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0434558391571,Athens,171,eu
88,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0248830318451,Vienna,87,eu
89,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.1690089702606,Frank...,55,eu
90,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0111739635468,Stock...,266,eu
91,0,symmetric,None,Gurobi,28,41,6,unbounded,20,600.0120840072633,Munich,56,eu
92,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0231711864471,N15,27,france
93,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0291550159453,N20,34,france
94,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.1240301132202,N17,45,france
95,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.148273229599,N08,34,france
96,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0211977958678,N13,37,france
97,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0204758644104,N06,45,france
98,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0330550670624,N07,46,france
99,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0220398902892,N05,51,france
100,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0803420543672,N03,31,france
101,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.2943351268767,N25,28,france
102,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0553488731383,N19,51,france
103,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0191180706023,N22,32,france
104,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0279190540314,N21,37,france
105,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0309288501741,N23,47,france
106,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0277540683746,N14,37,france
107,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0213930606843,N04,35,france
108,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0216820240022,N02,37,france
109,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.03981590271,N10,37,france
110,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0555150508882,N16,33,france
111,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0180590152739,N18,36,france
112,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.025120973587,N01,37,france
113,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0428111553192,N24,46,france
114,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0253670215608,N09,27,france
115,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0578529834747,N12,44,france
116,0,symmetric,None,Gurobi,25,45,6,unbounded,20,600.0240430831908,N11,35,france
117,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0580749511719,pl1.pl,37,geant
118,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0177259445189,lu1.lu,45,geant
119,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0455250740051,cz1.cz,30,geant
120,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0260620117188,es1.es,44,geant
121,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0198330879211,ny1.ny,29,geant
122,0,symmetric,None,Gurobi,22,36,6,unbounded,20,3.6660490036010738,de1.de,22,geant
123,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0186848640443,at1.at,25,geant
124,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0792620182037,sk1.sk,41,geant
125,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.053081035614,be1.be,44,geant
126,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0320270061492,il1.il,44,geant
127,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0199129581451,pt1.pt,48,geant
128,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0545079708098,hr1.hr,50,geant
129,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0408530235289,ch1.ch,29,geant
130,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.013965845108,ie1.ie,30,geant
131,0,symmetric,None,Gurobi,22,36,6,unbounded,20,4.630237817764282,fr1.fr,23,geant
132,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0346350669862,se1.se,32,geant
133,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.2685539722443,nl1.nl,31,geant
134,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0166549682617,si1.si,36,geant
135,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0368921756743,gr1.gr,30,geant
136,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.018914937973,it1.it,31,geant
137,0,symmetric,None,Gurobi,22,36,6,unbounded,20,3.1373419761657715,uk1.uk,22,geant
138,0,symmetric,None,Gurobi,22,36,6,unbounded,20,600.0308179855348,hu1.hu,33,geant
139,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.1960709095,Saarb...,265,germany
140,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0570077896118,Magde...,143,germany
141,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0773878097533,Stutt...,187,germany
142,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0353500843048,Siegen,136,germany
143,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.087139129639,Giessen,118,germany
144,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0303189754486,Schwerin,240,germany
145,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0259351730348,Hannover,177,germany
146,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0646369457245,Wesel,306,germany
147,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.278746843338,Bayreuth,208,germany
148,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.047122001648,Kaise...,221,germany
149,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0094649791718,Essen,191,germany
150,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0889708995819,Darms...,199,germany
151,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0405621528624,Freiburg,537,germany
152,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0237081050873,Nuern...,194,germany
153,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0189080238342,Wuerz...,126,germany
154,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0234310626984,Muenster,183,germany
155,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0779280662534,Ulm,321,germany
156,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0517718791964,Bremen,312,germany
157,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.05446600914,Dortmund,126,germany
158,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0446939468384,Hamburg,182,germany
159,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0661399364474,Chemnitz,144,germany
160,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0501778125762,Biele...,187,germany
161,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0183598995206,Koeln,234,germany
162,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0284271240233,Duess...,308,germany
163,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0646269321443,Fulda,104,germany
164,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0267100334167,Flens...,573,germany
165,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0240828990936,Konstanz,320,germany
166,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0690410137174,Leipzig,141,germany
167,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0156998634337,Mannheim,327,germany
168,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0655889511107,Berlin,173,germany
169,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0159749984741,Augsburg,199,germany
170,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0954780578612,Dresden,141,germany
171,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0627839565278,Koblenz,150,germany
172,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.033774137497,Trier,228,germany
173,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0317130088804,Kassel,97,germany
174,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.1509130001068,Karls...,232,germany
175,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0398750305177,Muenchen,321,germany
176,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.1115210056305,Kiel,310,germany
177,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0338969230653,Passau,575,germany
178,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0621531009674,Braun...,119,germany
179,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0610489845274,Olden...,551,germany
180,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.093080997467,Erfurt,105,germany
181,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0343201160429,Norden,562,germany
182,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.030522108078,Aachen,354,germany
183,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0380520820618,Greif...,250,germany
184,0,symmetric,None,Gurobi,50,88,6,unbounded,20,600.0262131690979,Frank...,132,germany
185,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0372040271761,Kempten,574,germany
186,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0115611553192,Osnab...,302,germany
187,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.2847650051115,Regen...,321,germany
188,0,symmetric,None,Gurobi,50,88,6,unbounded,20,1200.0382759571075,Breme...,562,germany
189,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0129809379578,19,67,india
190,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.2496819496155,4,59,india
191,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0270850658418,13,146,india
192,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0968630313872,30,62,india
193,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.025141954422,24,61,india
194,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0132989883423,17,56,india
195,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0388360023499,14,51,india
196,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.4310040473937,5,92,india
197,0,symmetric,None,Gurobi,35,80,6,unbounded,20,4.8703131675720215,25,34,india
198,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.4311270713806,2,88,india
199,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0575129985808,32,48,india
200,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.017049074173,22,85,india
201,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0432119369508,16,62,india
202,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0142221450807,33,96,india
203,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0377390384674,9,54,india
204,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0211689472197,6,47,india
205,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.065819978714,12,91,india
206,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0195150375366,28,53,india
207,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.072420835495,20,71,india
208,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0127580165862,3,52,india
209,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0305240154266,26,62,india
210,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0731210708617,23,65,india
211,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0587999820708,8,85,india
212,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0189349651338,1,45,india
213,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0301761627197,21,45,india
214,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0501799583435,27,57,india
215,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.2975931167603,0,65,india
216,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0726518630981,11,78,india
217,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0172770023346,34,53,india
218,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0781428813933,15,76,india
219,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0714581012727,29,55,india
220,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0522000789642,18,79,india
221,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0255579948425,10,147,india
222,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.0355229377748,7,59,india
223,0,symmetric,None,Gurobi,35,80,6,unbounded,20,600.2165338993073,31,57,india
224,0,symmetric,None,Gurobi,16,49,6,unbounded,20,600.0258049964905,N1,16,ny
225,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.2404270172119141,N15,16,ny
226,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.19515419006347656,N14,15,ny
227,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.017394065856933594,N3,16,ny
228,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.021250009536743164,N2,16,ny
229,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.017364978790283203,N4,16,ny
230,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.13185405731201172,N11,16,ny
231,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.005836963653564453,N7,16,ny
232,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.10799503326416016,N13,15,ny
233,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.05494403839111328,N9,15,ny
234,0,symmetric,None,Gurobi,16,49,6,unbounded,20,1.2573378086090088,N10,16,ny
235,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.25766706466674805,N8,16,ny
236,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.05671501159667969,N12,15,ny
237,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.1508331298828125,N16,15,ny
238,0,symmetric,None,Gurobi,16,49,6,unbounded,20,1.2056751251220703,N5,15,ny
239,0,symmetric,None,Gurobi,16,49,6,unbounded,20,0.022623062133789062,N6,16,ny
